#,Name,MLBAMID,RazzballID,FangraphsID,NFBCID,Team,ESPN_POS,YAHOO_POS
1,A.J. Alexy,669935,669935,22343,11175,CHW,RP,RP
2,A.J. Cole,595918,11467,11467,,FA,RP,RP
3,A.J. Minter,621345,621345,18655,9734,ATL,RP,RP
4,A.J. Puckett,643494,643494,sa738686,,SEA,RP,RP
5,A.J. Puk,640462,640462,19343,9792,MIA,RP,RP
6,A.J. Ramos,573109,8350,8350,,FA,RP,RP
7,A.J. Vukovich,691021,691021,sa3014525,,ARI,3B,3B
8,Aaron Antonini,689577,689577,sa3010906,,STL,C,C
9,Aaron Ashby,676879,676879,23550,10372,MIL,SP,SP
10,Aaron Barrett,502578,11243,11243,8734,FA,RP,RP
11,Aaron Blair,594760,14934,14934,,FA,SP,SP
12,Aaron Bracho,677570,677570,sa3010018,10117,CLE,2B,2B
13,Aaron Brooks,605156,12272,12272,8752,SD,RP,RP
14,Aaron Brown,676345,676345,sa3017500,,HOU,SP,SP
15,Aaron Bummer,607481,607481,16258,9713,CHW,RP,RP
16,Aaron Civale,650644,650644,19479,10640,TB,SP,SP
17,Aaron Cohn,703110,703110,sa3017210,,OAK,RP,RP
18,Aaron Davenport,702126,702126,sa3017615,,CLE,SP,SP
19,Aaron Fletcher,667465,667465,22052,10872,SF,RP,RP
20,Aaron Fossas,670579,670579,,10548,CIN,RP,RP
21,Aaron Haase,700412,700412,sa3017849,,DET,RP,RP
22,Aaron Hernandez,669443,669443,sa3008599,,LAA,SP,SP
23,Aaron Hicks,543305,5297,5297,7535,BAL,OF,OF
24,Aaron Holiday,701569,701569,sa3017937,,SD,RP,RP
25,Aaron Judge,592450,15640,15640,8956,NYY,OF,OF
26,Aaron Leasher,669468,669468,sa3004701,,SD,SP,SP
27,Aaron Loup,571901,10343,10343,8339,LAA,RP,RP
28,Aaron McGarity,641849,641849,sa873280,,NYY,RP,RP
29,Aaron McKeithan,702463,702463,sa3016977,,STL,C,C
30,Aaron Nola,605400,16149,16149,8961,PHI,SP,SP
31,Aaron Northcraft,573062,573062,10218,,FA,RP,RP
32,Aaron Ochsenbein,684604,684604,sa3011241,,LAD,RP,RP
33,Aaron Palensky,695312,695312,sa3015077,,NYY,OF,OF
34,Aaron Perry,676215,676215,sa1055363,,BOS,RP,RP
35,Aaron Pinto,681259,681259,sa3006823,,FA,RP,RP
36,Aaron Sabato,693306,693306,sa3014494,,MIN,1B,1B
37,Aaron Sanchez,592717,11490,11490,8719,FA,RP,RP
38,Aaron Schunk,668845,668845,sa3009957,11079,COL,3B,3B
39,Aaron Shackelford,687823,687823,sa1169950,,PIT,3B,3B
40,Aaron Shortridge,663336,663336,sa3006759,10912,PIT,SP,SP
41,Aaron Slegers,642083,642083,15231,,FA,RP,RP
42,Aaron Whitefield,664334,664334,19938,11067,FA,OF,OF
43,Aaron Zavala,701648,701648,sa3017665,,TEX,OF,OF
44,Abdias De La Cruz,703192,703192,sa3019401,,ARI,SS,SS
45,Abdiel Layer,676075,676075,sa3007291,,SF,SS,SS
46,Abdiel Mendoza,665959,665959,sa916829,,TOR,SP,SP
47,Abel Bastidas,694201,694201,sa3015709,,DET,SS,SS
48,Abel De Leon,800523,800523,sa3018585,,CHC,C,C
49,Abel Lorenzo,806867,806867,sa3021831,,LAD,OF,OF
50,Abel Noguera,683558,683558,sa3009308,,TEX,C,C
51,Abelaldo Lopez,691445,691445,sa3015545,,DET,OF,OF
52,Abelardo Medrano,808124,808124,sa3021184,,DET,OF,OF
53,Abiezel Ramirez,672656,672656,sa3003282,,TB,SS,SS
54,Abimelec Ortiz,694673,694673,sa3016926,,TEX,1B,1B
55,Abner Uribe,682842,682842,25327,11664,MIL,RP,RP
56,Abraham Almonte,501659,5486,5486,8591,NYM,OF,OF
57,Abraham Nunez,808041,808041,sa3021156,,CHW,OF,OF
58,Abraham Toro,647351,647351,19844,10001,MIL,2B/3B,2B/3B
59,Abrahan Gutierrez,670868,670868,sa3004263,10373,PIT,C,C
60,Abrahan Ramirez,800254,800254,sa3018943,,NYY,2B,2B
61,Adael Amador,691182,691182,sa3014682,,COL,SS,SS
62,Adalberto Mondesi,609275,13769,13769,8665,BOS,SS,SS
63,Adam Cimber,643256,643256,15288,10016,TOR,RP,RP
64,Adam Conley,543045,14457,14457,,FA,RP,RP
65,Adam Crampton,686956,686956,sa3019944,,BAL,2B,2B
66,Adam Duvall,594807,10950,10950,8829,BOS,OF,OF
67,Adam Eaton,594809,11205,11205,,FA,OF,OF
68,Adam Engel,641553,15082,15082,9572,SEA,OF,OF
69,Adam Frazier,624428,15223,15223,9387,BAL,2B/OF,2B/OF
70,Adam Hackenberg,680753,680753,sa3017041,,CHW,C,C
71,Adam Hall,647228,647228,sa3005077,10118,BAL,SS,SS
72,Adam Haseley,656514,656514,19878,10119,CHW,OF,OF
73,Adam Hill,663597,663597,sa876313,,SEA,SP,SP
74,Adam Kerner,676301,676301,sa3014938,,FA,C,C
75,Adam Kloffenstein,680572,680572,sa3008578,10120,STL,SP,SP
76,Adam Kolarek,592473,592473,10843,9699,ATL,RP,RP
77,Adam Laskey,669445,669445,sa3014851,,CHC,RP,RP
78,Adam Leverett,687190,687190,sa1169991,,PHI,SP,SP
79,Adam Macko,671936,671936,sa3011555,,TOR,SP,SP
80,Adam Maier,683264,683264,,,ATL,P,P
81,Adam Mazur,800049,800049,sa3020815,,SD,SP,SP
82,Adam McKillican,688015,688015,sa3017687,,TEX,RP,RP
83,Adam Morgan,605388,12580,12580,,FA,RP,RP
84,Adam Oller,670124,670124,20132,11306,SEA,RP,RP
85,Adam Ottavino,493603,1247,1247,7037,NYM,RP,RP
86,Adam Plutko,592644,15846,15846,,FA,RP,RP
87,Adam Retzbach,806273,806273,sa3019946,,BAL,C,C
88,Adam Scott,681792,681792,sa3006826,,CLE,RP,RP
89,Adam Seminaris,694372,694372,sa3015010,,MIL,SP,SP
90,Adam Serwinowski,703445,703445,,,CIN,P,P
91,Adam Shoemaker,692248,692248,sa3017888,,ATL,SP,SP
92,Adam Stone,688636,688636,sa3020944,,NYY,RP,RP
93,Adam Wainwright,425794,2233,2233,4105,STL,SP,SP
94,Adam Warren,476589,9029,9029,,FA,RP,RP
95,Adam Wolf,663684,663684,sa3007587,,DET,SP,SP
96,Adam Zebrowski,700845,700845,sa3017221,,ATL,C,C
97,Adan Chacon,807960,807960,sa3021121,,COL,1B,1B
98,Adan Sanchez,703199,703199,sa3018431,,CHC,C,C
99,Adanson Cruz,677620,677620,sa3005722,,FA,OF,OF
100,Adbert Alzolay,640470,640470,17859,9886,CHC,RP,RP
101,Addison Barger,680718,680718,sa3006910,11596,TOR,SS,SS
102,Addison Russ,676754,676754,sa3004106,11022,FA,RP,RP
103,Adeiny Hechavarria,588751,10459,10459,,KC,2B/3B,2B/3B
104,Adel Dilone,693715,693715,sa3018798,,ATL,SP,SP
105,Aderlin Rodriguez,573669,573669,sa511026,,FA,3B,3B
106,Adinso Reyes,682632,682632,sa3008750,,DET,SS,SS
107,Adisyn Coffey,676249,676249,sa3014738,,CHW,RP,RP
108,Adley Rutschman,668939,668939,26288,10704,BAL,C,C
109,Adolis Garcia,666969,666969,19287,9964,TEX,OF,OF
110,Adonis Garcia,611177,611177,,,ATL,3B,3B
111,Adonis Medina,658431,658431,19903,,FA,RP,RP
112,Adony Mejia,684093,684093,sa3008924,,PHI,C,C
113,Adrian Acosta,802015,802015,sa3018883,,LAA,SP,SP
114,Adrian Bello,808705,808705,sa3021303,,MIA,C,C
115,Adrian Chaidez,686585,686585,sa3017417,,HOU,SP,SP
116,Adrian De Horta,641506,641506,sa737857,10609,TB,SP,SP
117,Adrian Del Castillo,680728,680728,sa3016957,,ARI,C,C
118,Adrian Delgado,800394,800394,sa3019379,,BAL,RP,RP
119,Adrian Florencio,684876,684876,sa3010569,,PIT,SP,SP
120,Adrian Garcia,805051,805051,sa3018637,,SEA,C,C
121,Adrian Gil,808691,808691,sa3021856,,CHW,3B,3B
122,Adrian Gonzalez,807824,807824,sa3022054,,NYY,3B,3B
123,Adrian Hernandez,677600,677600,sa3005487,10122,NYM,OF,OF
124,Adrian Hernandez,681753,681753,sa3006177,,TOR,RP,RP
125,Adrian Houser,605288,12718,12718,9175,MIL,SP,SP
126,Adrian Ibarra,808532,808532,sa3021283,,MIA,1B,1B
127,Adrian Martinez,661309,661309,21023,11320,OAK,RP,RP
128,Adrian Meza,807977,807977,sa3021127,,TOR,SS,SS
129,Adrian Morejon,670970,670970,20039,10123,SD,SP,SP
130,Adrian Ogando,702890,702890,sa3017617,,WSH,RP,RP
131,Adrian Perez,692023,692023,sa3016106,,SD,3B,3B
132,Adrian Pinto,691437,691437,sa3015542,,TOR,2B,2B
133,Adrian Placencia,691269,691269,sa3014688,,LAA,SS,SS
134,Adrian Rondon,660632,660632,sa877519,,FA,SS,SS
135,Adrian Sampson,592716,13339,13339,9382,FA,RP,RP
136,Adrian Santana,801269,801269,sa3018876,,CHC,RP,RP
137,Adrian Santana,803745,803745,,,TB,,
138,Adrian Sugastey,692368,692368,sa3015190,,SF,C,C
139,Adriander Mejia,808337,808337,sa3021253,,BAL,C,C
140,Adriel Cuello,811231,811231,sa3021313,,TEX,SS,SS
141,Adriel Sotolongo,699084,699084,sa3015296,,FA,OF,OF
142,Aeverson Arteaga,692348,692348,sa3014707,,SF,SS,SS
143,Agnnel Escobar,800169,800169,sa3018463,,PHI,2B,2B
144,Agustin Acosta,802528,802528,sa3018627,,LAD,OF,OF
145,Agustin Ramirez,682663,682663,sa3009276,,NYY,C,C
146,Agustin Ruiz,672361,672361,sa3004149,,NYM,OF,OF
147,Ahbram Liendo,699157,699157,sa3016173,,BOS,2B,2B
148,Aidan Anderson,689379,689379,sa3011250,,TEX,RP,RP
149,Aidan Curry,695778,695778,sa3015334,,TEX,SP,SP
150,Aidan Miller,805795,805795,,,PHI,,
151,Aidan Smith,806223,806223,,,SEA,,
152,Aiverson Rodriguez,682864,682864,sa3008824,,COL,SS,SS
153,AJ Graffanino,664690,664690,sa3008030,,FA,SS,SS
154,AJ Pollock,572041,9256,9256,7681,FA,OF,OF
155,AJ Smith-Shawver,700363,700363,29960,11774,ATL,SP,SP
156,Akeem Bostick,641384,641384,15979,,FA,RP,RP
157,Akil Baddoo,668731,668731,22168,10124,DET,OF,OF
158,Alain Camou,800126,800126,sa3018450,,SD,2B,2B
159,Alan Busenitz,641427,641427,15239,9685,CIN,RP,RP
160,Alan Frias,808021,808021,sa3021143,,TB,OF,OF
161,Alan Marrero,669909,669909,sa918102,,FA,C,C
162,Alan Mejia,683013,683013,sa3008420,,NYY,OF,OF
163,Alan Mundo,678426,678426,sa3005688,,SD,RP,RP
164,Alan Rangel,660604,660604,sa877578,,ATL,SP,SP
165,Alan Roden,702176,702176,sa3020212,,TOR,OF,OF
166,Alan Strong,681841,681841,sa3006768,,FA,SP,SP
167,Alan Trejo,676701,676701,20056,11036,COL,2B/SS,2B/SS
168,Alaska Abney,685095,685095,sa3017308,,CLE,RP,RP
169,Alberis Ferrer,678910,678910,sa3005584,,MIL,SS,SS
170,Albert Abreu,656061,656061,17485,9895,NYY,RP,RP
171,Albert Alberto,808293,808293,sa3021616,,CHW,OF,OF
172,Albert Almora Jr.,546991,14109,14109,,FA,OF,OF
173,Albert Avila,678909,678909,sa3006204,,FA,OF,OF
174,Albert Carpio,800330,800330,sa3018518,,ARI,SS,SS
175,Albert Fabian,683546,683546,sa3008888,,SD,OF,OF
176,Albert Feliz,682765,682765,sa3008799,,BOS,OF,OF
177,Albert Gutierrez,808212,808212,sa3021200,,CHC,1B,1B
178,Albert Jerez,680858,680858,sa3008378,,FA,SS,SS
179,Albert Lee,663529,663529,sa3010146,,FA,SS,SS
180,Alberto Baldonado,593604,593604,11812,11277,FA,RP,RP
181,Alberto Barriga,800569,800569,sa3018595,,ARI,C,C
182,Alberto Bernal,682866,682866,sa3008825,,FA,1B,1B
183,Alberto Hernandez,800516,800516,sa3018582,,HOU,SS,SS
184,Alberto Mendez,800160,800160,sa3018458,,CLE,2B,2B
185,Alberto Mota,699215,699215,sa3016712,,TEX,RP,RP
186,Alberto Rios,814362,814362,sa3022441,,LAA,OF,OF
187,Alberto Rodriguez,679754,679754,sa3005603,,SEA,OF,OF
188,Albertson Asigen,692694,692694,sa3016639,,BOS,OF,OF
189,Albertus Barber,673766,673766,sa1172728,,FA,RP,RP
190,Alcides Escobar,444876,6310,6310,,FA,SS,SS
191,Aldalay Kolokie,813985,813985,sa3021321,,COL,OF,OF
192,Aldenis Sanchez,672479,672479,sa3003222,,FA,OF,OF
193,Aldo Ramirez,2022680048,2022680048,,,WSH,P,P
194,Aldrem Corredor,625506,625506,sa736852,,PHI,OF,OF
195,Aldrich De Jongh,680884,680884,sa3007974,,FA,OF,OF
196,Aldrin Batista,702881,702881,sa3019119,,CHW,SP,SP
197,Aldrin Lucas,691492,691492,sa3015554,,KC,C,C
198,Aldry Acosta,672755,672755,sa3002794,,LAD,RP,RP
199,Alec Baker,696508,696508,sa3022794,,ARI,RP,RP
200,Alec Barger,681897,681897,sa3010566,,COL,SP,SP
201,Alec Bettinger,676424,676424,20312,,FA,RP,RP
202,Alec Bohm,664761,664761,21618,10125,PHI,1B/3B,1B/3B
203,Alec Burleson,676475,676475,27615,11421,STL,1B/OF,1B/OF
204,Alec Marsh,679525,679525,27451,11144,KC,SP,SP
205,Alec Mills,621219,13834,13834,9204,CIN,SP,SP
206,Alec Sayre,805297,805297,sa3020283,,MIN,OF,OF
207,Alec Willis,701650,701650,,,STL,P,P
208,Aledmys Diaz,649557,15937,15937,9269,OAK,2B/SS/ 3B/OF,1B/2B/ SS/3B/OF
209,Alejandro Gomez,702901,702901,sa3017618,,NYY,RP,RP
210,Alejandro Hidalgo,691576,691576,sa3015151,,MIN,SP,SP
211,Alejandro Kirk,672386,672386,22581,10851,TOR,C,C
212,Alejandro Loaiza,700335,700335,sa3016195,,SL,C,C
213,Alejandro Manzano,703835,703835,sa3019125,,OAK,SP,SP
214,Alejandro Mateo,670376,670376,sa918495,,CHW,RP,RP
215,Alejandro Melean,678287,678287,sa3006815,,TOR,SP,SP
216,Alejandro Nunez,805168,805168,sa3018977,,HOU,SS,SS
217,Alejandro Osuna,696030,696030,sa3015127,,TEX,OF,OF
218,Alejandro Pie,682636,682636,sa3008754,10374,TB,SS,SS
219,Alejandro Rios,800313,800313,sa3018511,,ARI,C,C
220,Alejo Lopez,664670,664670,21127,11230,CIN,2B,2B
221,Alek Jacob,689690,689690,29628,11824,SD,RP,RP
222,Alek Manoah,666201,666201,26410,10854,TOR,SP,SP
223,Alek Thomas,677950,677950,23792,10126,ARI,OF,OF
224,Alen Hanson,593700,12926,12926,,FA,2B,2B/OF
225,Alerick Soularie,669442,669442,sa3014436,,MIN,2B,2B
226,Alessander De La Cruz,807987,807987,sa3021132,,COL,OF,OF
227,Alex Avila,488671,7476,7476,,FA,C,C
228,Alex Binelas,681323,681323,sa3017044,,BOS,3B,3B
229,Alex Blandino,607468,16271,16271,,FA,1B,1B
230,Alex Bregman,608324,17678,17678,9415,HOU,3B,3B
231,Alex Bustamante,806628,806628,sa3020631,,NYY,RP,RP
232,Alex Call,669743,669743,19296,10520,WSH,OF,OF
233,Alex Castillo,808299,808299,sa3021617,,BOS,OF,OF
234,Alex Claudio,592222,12890,12890,8868,MIL,RP,RP
235,Alex Clemmey,806046,806046,,,CLE,P,P
236,Alex Cobb,502171,6562,6562,8058,SF,SP,SP
237,Alex Colome,517008,6661,6661,8505,FA,RP,RP
238,Alex Cornwell,676498,676498,sa3017501,,STL,SP,SP
239,Alex De Goti,621008,621008,19477,,FA,2B,2B
240,Alex De Jesus,682942,682942,sa3008842,,TOR,SS,SS
241,Alex Dickerson,543105,12649,12649,,FA,OF,OF
242,Alex Erro,690622,690622,sa3010177,,BOS,C,C
243,Alex Faedo,656412,656412,19874,10127,DET,SP,SP
244,Alex FaGalde,676891,676891,sa3004602,10889,STL,SP,SP
245,Alex Freeland,690976,690976,sa3020653,,LAD,SS,SS
246,Alex Hall,673064,673064,sa3007023,,LAD,C,C
247,Alex Hoppe,695380,695380,sa3020836,,BOS,RP,RP
248,Alex Iadisernia,805280,805280,sa3019867,,STL,OF,OF
249,Alex Isola,684576,684576,sa1170516,,MIN,C,C
250,Alex Jackson,656577,656577,17276,8963,TB,C,C
251,Alex Kirilloff,666135,666135,20325,10128,MIN,1B/OF,1B/OF
252,Alex Lange,656638,656638,19883,11062,DET,RP,RP
253,Alex Mauricio,676089,676089,sa3004337,,NYY,RP,RP
254,Alex McFarlane,686934,686934,sa3020633,,PHI,SP,SP
255,Alex McGarry,685127,685127,sa3015015,,CIN,1B,1B
256,Alex McKenna,665173,665173,sa3008003,,FA,OF,OF
257,Alex McRae,656725,656725,16317,,FA,RP,RP
258,Alex Mooney,695612,695612,,,CLE,,
259,Alex Pham,702129,702129,sa3017550,,BAL,SP,SP
260,Alex Phillips,641974,641974,sa3008595,,MIN,RP,RP
261,Alex Ramirez,691267,691267,sa3014695,,NYM,OF,OF
262,Alex Reyes,621052,15015,15015,8973,LAD,RP,RP
263,Alex Santos II,691012,691012,sa3014684,,HOU,SP,SP
264,Alex Scherff,669085,669085,sa3005397,,MIN,RP,RP
265,Alex Segal,669393,669393,sa919036,,ATL,RP,RP
266,Alex Speas,666208,666208,21859,10985,TEX,RP,RP
267,Alex Troop,675960,675960,sa915638,,WSH,SP,SP
268,Alex Valverde,663820,663820,sa3005207,,NYM,SP,SP
269,Alex Verdugo,657077,657077,17027,9757,BOS,OF,OF
270,Alex Vesia,681911,681911,25007,10784,LAD,RP,RP
271,Alex Wells,649144,649144,19845,,FA,RP,RP
272,Alex Wood,622072,13781,13781,8506,SF,SP,SP
273,Alex Young,622065,622065,18333,10644,CIN,RP,RP
274,Alex Zapete,682805,682805,sa3008811,,FA,3B,3B
275,Alexander Albertus,800316,800316,sa3018950,,LAD,SS,SS
276,Alexander Benua,699229,699229,sa3015817,,ARI,OF,OF
277,Alexander Campos,672628,672628,sa3002852,,OAK,SS,SS
278,Alexander Canario,672744,672744,22842,10129,CHC,OF,OF
279,Alexander Cornielle,529017,529017,sa3011779,,MIL,SP,SP
280,Alexander Destino,656369,656369,sa3004031,,FA,OF,OF
281,Alexander Garcia,808017,808017,sa3021142,,SD,OF,OF
282,Alexander Garcia,808517,808517,sa3021279,,SEA,SS,SS
283,Alexander Guillen,642565,642565,sa737454,,FA,RP,RP
284,Alexander Hernandez,672475,672475,sa3002696,,FA,SS,SS
285,Alexander Holderbach,681901,681901,sa3006789,,FA,C,C
286,Alexander Martinez,800329,800329,sa3018517,,ATL,C,C
287,Alexander Mojica,683549,683549,sa3008889,,PIT,3B,3B
288,Alexander Ovalles,678900,678900,sa3005781,,TB,OF,OF
289,Alexander Palma,620444,620444,sa739541,,FA,OF,OF
290,Alexander Perez,691623,691623,sa3015572,,MIL,2B,2B
291,Alexander Ramirez,682643,682643,sa3008757,,LAA,OF,OF
292,Alexander Suarez,683665,683665,sa3008915,,SF,OF,OF
293,Alexander Vallecillo,699132,699132,sa3016034,,MIL,SP,SP
294,Alexander Vargas,683061,683061,sa3008851,10375,NYY,SS,SS
295,Alexander Vizcaino,669805,669805,sa920272,,FA,SP,SP
296,Alexeis Azuaje,682766,682766,sa3009286,,PHI,SS,SS
297,Alexey Lumpuy,815121,815121,sa3022296,,CHC,OF,OF
298,Alexfri Planez,678413,678413,sa3005515,,CLE,OF,OF
299,Alexis Diaz,664747,664747,21132,11350,CIN,RP,RP
300,Alexis Feliz,692415,692415,sa3016114,,FA,2B,2B
301,Alexis Hernandez,703161,703161,sa3018413,,CHC,SS,SS
302,Alexis Hernandez,692562,692562,sa3015642,,BOS,OF,OF
303,Alexis Liebano,806536,806536,sa3019885,,ARI,RP,RP
304,Alexis Pantoja,656822,656822,sa829182,,FA,SS,SS
305,Alexis Torres,666145,666145,sa918010,,FA,2B,2B
306,Alfonso Rivas,663845,663845,21560,11272,PIT,1B,1B
307,Alfonzo Martinez,808273,808273,sa3021225,,TB,OF,OF
308,Alfred Lewis,674630,674630,sa3015014,,COL,1B,1B
309,Alfred Vega,678758,678758,sa3006495,,BAL,SP,SP
310,Alfredo Alcantara,807643,807643,sa3022184,,CIN,SS,SS
311,Alfredo Duno,806957,806957,sa3021066,,CIN,DH,DH
312,Alfredo Rodriguez,808233,808233,sa3021207,,TB,C,C
313,Alfredo Rodriguez,670895,670895,sa922180,,FA,SS,SS
314,Alfredo Ruiz,701619,701619,sa3017506,,STL,RP,RP
315,Alfredo Velasquez,800414,800414,sa3018556,,BAL,2B,2B
316,Alfredo Zarraga,700287,700287,sa3018276,,TB,RP,RP
317,Ali Sanchez,645305,645305,18551,10752,ARI,C,C
318,Alika Williams,675961,675961,27604,11833,PIT,SS,SS
319,Alimber Santa,695001,695001,sa3015478,,HOU,SP,SP
320,Alison Quintero,672355,672355,sa3004266,,SD,C,C
321,Allan Berrios,668936,668936,sa3011153,,FA,C,C
322,Allan Castro,691369,691369,sa3016084,,BOS,OF,OF
323,Allan Cerda,678323,678323,sa3005504,,CIN,OF,OF
324,Allan Saathoff,802697,802697,sa3020711,,SEA,RP,RP
325,Allan Winans,642216,642216,21238,11829,ATL,SP,SP
326,Alonzo Tredwell,696280,696280,,,HOU,P,P
327,Alsander Womack,703920,703920,sa3018214,,CHW,2B,2B
328,Alvaro Gonzalez,677572,677572,sa3005715,,DET,SS,SS
329,Alvaro Mejias,699154,699154,sa3017657,,BOS,SP,SP
330,Alvin Guzman,682630,682630,sa3008748,10376,ARI,OF,OF
331,Amador Arias,672457,672457,sa3003216,,SEA,SS,SS
332,Ambioris Tavarez,694222,694222,sa3019895,,ATL,SS,SS
333,Amed Rosario,642708,642708,15518,9500,LAD,2B/SS,2B/SS/ OF
334,Amell Brazoban,683464,683464,sa3008869,,FA,OF,OF
335,Amilcar Chirinos,702847,702847,sa3017149,,HOU,SP,SP
336,Amir Garrett,607237,14375,14375,9253,FA,RP,RP
337,Amos Willingham,686294,686294,26128,,WSH,RP,RP
338,Anderdson Rojas,699232,699232,sa3015818,,ARI,OF,OF
339,Anderson Azor,698958,698958,sa3016016,,SF,SP,SP
340,Anderson De Los Santos,698945,698945,sa3015747,,BAL,3B,3B
341,Anderson Espinoza,659262,18593,18593,,SD,RP,RP
342,Anderson Machado,698999,698999,sa3015765,,OAK,3B,3B
343,Anderson Miller,663402,663402,sa857824,,LAD,OF,OF
344,Anderson Munoz,674468,674468,sa3007840,,NYY,SP,SP
345,Anderson Nova,800407,800407,sa3018553,,MIN,OF,OF
346,Anderson Sanchez,700325,700325,sa3015858,,FA,OF,OF
347,Anderson Severino,644429,644429,20582,,FA,RP,RP
348,Anderson Tejeda,660731,660731,19909,,FA,SS,SS
349,Andre Granillo,701552,701552,sa3016913,,STL,RP,RP
350,Andre Jackson,656578,656578,21298,11056,PIT,SP,SP
351,Andre Lipcius,686531,686531,25822,11673,DET,3B,3B
352,Andre Nnebe,669939,669939,sa3011588,,FA,OF,OF
353,Andre Pallante,669467,669467,26108,11442,STL,RP,RP
354,Andre Scrubb,668687,668687,20329,11005,FA,RP,RP
355,Andre Vasquez,807639,807639,sa3021490,,CIN,SP,SP
356,Andrelton Simmons,592743,10847,10847,,FA,DH,2B/SS
357,Andres Alvarez,687019,687019,sa3010710,,PIT,SS,SS
358,Andres Angulo,660437,660437,sa872806,,FA,C,C
359,Andres Bonolis,805740,805740,sa3019639,,CHC,OF,OF
360,Andres Chaparro,665953,665953,sa916976,,NYY,3b,3b
361,Andres Gimenez,665926,665926,19950,10133,CLE,2B,2B/SS
362,Andres Guerra,662928,662928,sa873330,,FA,C,C
363,Andres Hernandez,800309,800309,sa3018510,,PHI,3B,3B
364,Andres Machado,600921,600921,14681,9753,WSH,RP,RP
365,Andres Melendez,678487,678487,sa3005523,,CLE,C,C
366,Andres Mesa,692036,692036,sa3015598,,FA,SS,SS
367,Andres Monzon,682887,682887,sa3008833,,FA,OF,OF
368,Andres Munoz,662253,662253,20373,10134,SEA,RP,RP
369,Andres Nolaya,800438,800438,sa3018563,,BAL,C,C
370,Andres Nunez,656804,656804,sa3006796,,BOS,RP,RP
371,Andres Parra,800365,800365,sa3018329,,BAL,SP,SP
372,Andres Silvera,700353,700353,sa3016284,,PIT,SP,SP
373,Andres Sosa,703245,703245,sa3017605,,TOR,C,C
374,Andres Sotillet,666005,666005,sa917861,,FA,RP,RP
375,Andres Tabares,804695,804695,sa3019215,,PHI,OF,OF
376,Andres Valor,808516,808516,sa3021278,,MIA,OF,OF
377,Andrew Abbott,671096,671096,29911,11802,CIN,SP,SP
378,Andrew Albers,452027,7853,7853,,FA,SP,SP
379,Andrew Baker,687900,687900,sa3017196,,PHI,RP,RP
380,Andrew Bash,687856,687856,sa3010259,,TOR,RP,RP
381,Andrew Bechtold,657510,657510,sa829787,,MIN,3B,3B
382,Andrew Bellatti,571479,10657,10657,9041,PHI,RP,RP
383,Andrew Benintendi,643217,17901,17901,9417,CHW,OF,OF
384,Andrew Blake,701544,701544,sa3022535,,LAA,SS,SS
385,Andrew Cabezas,663716,663716,sa3007461,,MIN,RP,RP
386,Andrew Cashner,488768,8782,8782,,FA,SP,SP
387,Andrew Chafin,605177,12988,12988,8863,MIL,RP,RP
388,Andrew Colon,805042,805042,sa3018635,,HOU,OF,OF
389,Andrew Cossetti,681355,681355,sa3020493,,MIN,C,C
390,Andrew Dalquist,686643,686643,sa3011841,,CHW,SP,SP
391,Andrew Fernandez,809327,809327,sa3020870,,MIA,C,C
392,Andrew Gross,679863,679863,sa3010127,,TB,RP,RP
393,Andrew Heaney,571760,15423,15423,8670,TEX,SP,SP
394,Andrew Hoffmann,694851,694851,sa3017202,,KC,SP,SP
395,Andrew Jenkins,687543,687543,sa3019979,,DET,1B,1B
396,Andrew Keck,806189,806189,sa3019908,,ATL,C,C
397,Andrew Kittredge,552640,12828,12828,9706,TB,RP,RP
398,Andrew Knapp,595284,14942,14942,9566,HOU,C,C
399,Andrew Knizner,668800,668800,19514,10135,STL,C,C
400,Andrew Lindey,701604,701604,,,MIA,P,P
401,Andrew Magno,687841,687841,sa3010824,,DET,RP,RP
402,Andrew Marrero,687817,687817,sa3016941,,STL,RP,RP
403,Andrew Martinez,682170,682170,sa3010691,,FA,2B,2B
404,Andrew McCutchen,457705,9847,9847,6696,PIT,OF,OF
405,Andrew McInvale,687534,687534,sa3011143,,KC,RP,RP
406,Andrew McKirahan,605374,12870,,,MIA,RP,RP
407,Andrew Miller,453192,6785,6785,,FA,RP,RP
408,Andrew Miller,685460,685460,sa3018912,,SEA,C,C
409,Andrew Misiaszek,667280,667280,sa3010118,,CLE,RP,RP
410,Andrew Mitchell,641886,641886,sa3007801,,TEX,RP,RP
411,Andrew Moore,621058,621058,17553,,FA,SP,SP
412,Andrew Moritz,680938,680938,sa3007054,,ATL,OF,OF
413,Andrew Morris,702193,702193,sa3020569,,MIN,SP,SP
414,Andrew Nardi,677053,677053,25942,11536,MIA,RP,RP
415,Andrew Navigato,685382,685382,sa3010703,,DET,2B,2B
416,Andrew Painter,691725,691725,sa3017880,11585,PHI,SP,SP
417,Andrew Perez,680970,680970,sa3006640,,CHW,RP,RP
418,Andrew Peters,687107,687107,sa3017259,,LAA,RP,RP
419,Andrew Pinckney,687605,687605,sa3022670,,WSH,OF,OF
420,Andrew Pintar,801464,801464,sa3020715,,ARI,2B,2B
421,Andrew Politi,681555,681555,sa3007243,,BOS,RP,RP
422,Andrew Pratt,687920,687920,sa3010045,,WSH,C,C
423,Andrew Romine,461865,1159,1159,7985,FA,DH,SS
424,Andrew Saalfrank,685314,685314,26203,,ARI,RP,RP
425,Andrew Schultz,669697,669697,sa3010782,,PHI,RP,RP
